INFO 2026-06-17 00:41:52,688 autoreload 10152 8240 Watching for file changes with StatReloader
WARNING 2026-06-17 01:01:59,206 basehttp 3248 11508 "GET /api/ HTTP/1.1" 404 3511
INFO 2026-06-17 01:02:09,283 basehttp 3248 10580 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:02:11,627 basehttp 3248 10580 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 01:03:36,536 basehttp 3248 11508 "POST /api/auth/register/ HTTP/1.1" 201 263
WARNING 2026-06-17 01:04:14,523 log 3248 9536 Not Found: /
WARNING 2026-06-17 01:04:14,529 basehttp 3248 9536 "GET / HTTP/1.1" 404 3481
WARNING 2026-06-17 01:04:15,630 log 3248 9536 Not Found: /favicon.ico
WARNING 2026-06-17 01:04:15,639 basehttp 3248 9536 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-17 01:04:19,664 basehttp 3248 5824 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:04:21,243 basehttp 3248 5824 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 01:04:24,142 basehttp 3248 5824 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-17 01:04:24,166 basehttp 3248 5824 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-17 01:04:24,582 basehttp 3248 5824 "GET /static/admin/css/base.css HTTP/1.1" 200 21544
INFO 2026-06-17 01:04:24,598 basehttp 3248 6028 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2682
INFO 2026-06-17 01:04:24,598 basehttp 3248 12716 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2026-06-17 01:04:24,621 basehttp 3248 6028 "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2026-06-17 01:04:24,621 basehttp 3248 5824 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2026-06-17 01:04:24,622 basehttp 3248 12716 "GET /static/admin/css/responsive.css HTTP/1.1" 200 17905
INFO 2026-06-17 01:04:24,726 basehttp 3248 6028 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2026-06-17 01:04:25,221 log 3248 6028 Not Found: /favicon.ico
WARNING 2026-06-17 01:04:25,237 basehttp 3248 6028 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-17 01:07:23,427 basehttp 3248 6028 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-17 01:07:23,541 basehttp 3248 6028 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-17 01:07:54,546 basehttp 3248 11508 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2026-06-17 01:07:54,653 basehttp 3248 11508 "GET /admin/ HTTP/1.1" 200 10869
INFO 2026-06-17 01:07:54,715 basehttp 3248 14320 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,729 basehttp 3248 14320 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,747 basehttp 3248 11508 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2026-06-17 01:07:54,752 basehttp 3248 14320 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,767 basehttp 3248 11508 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,771 basehttp 3248 14320 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,799 basehttp 3248 11508 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-06-17 01:07:54,870 basehttp 3248 11508 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2026-06-17 01:07:54,878 basehttp 3248 14320 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2026-06-17 01:21:33,445 autoreload 11636 6008 Watching for file changes with StatReloader
INFO 2026-06-17 01:21:53,200 basehttp 11636 5704 "GET /admin/ HTTP/1.1" 200 10869
INFO 2026-06-17 01:21:53,335 basehttp 11636 5704 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,344 basehttp 11636 13240 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,345 basehttp 11636 13752 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,357 basehttp 11636 5704 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,363 basehttp 11636 13240 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,364 basehttp 11636 13752 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,475 basehttp 11636 5704 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,479 basehttp 11636 13240 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2026-06-17 01:21:53,543 basehttp 11636 13752 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-06-17 01:22:08,426 basehttp 11636 13752 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:22:09,777 basehttp 11636 13752 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 01:22:39,878 basehttp 11636 14068 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:22:40,825 basehttp 11636 14068 "GET /api/schema/ HTTP/1.1" 200 104182
WARNING 2026-06-17 01:23:00,343 log 11636 13752 Not Found: /api/
WARNING 2026-06-17 01:23:00,425 basehttp 11636 13752 "GET /api/ HTTP/1.1" 404 3511
WARNING 2026-06-17 01:25:12,812 log 11636 3000 Not Found: /api/
WARNING 2026-06-17 01:25:12,814 basehttp 11636 3000 "GET /api/ HTTP/1.1" 404 3511
WARNING 2026-06-17 01:25:13,234 log 11636 3000 Not Found: /favicon.ico
WARNING 2026-06-17 01:25:13,241 basehttp 11636 3000 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-17 01:31:02,983 basehttp 11636 10384 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:31:05,067 basehttp 11636 10384 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 01:32:31,273 basehttp 11636 10384 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 01:32:32,094 basehttp 11636 10384 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 01:32:51,302 basehttp 11636 10384 "POST /admin/logout/ HTTP/1.1" 200 3553
INFO 2026-06-17 01:32:51,371 basehttp 11636 10384 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-17 01:32:51,374 basehttp 11636 10384 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-17 01:32:51,379 basehttp 11636 10384 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-17 01:32:51,403 basehttp 11636 10384 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-17 01:32:51,410 basehttp 11636 10384 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-17 01:32:51,488 basehttp 11636 12616 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-06-17 01:32:54,948 basehttp 11636 12616 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-17 01:32:55,042 basehttp 11636 12616 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-17 01:32:55,122 basehttp 11636 12616 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:03,267 autoreload 9452 3564 Watching for file changes with StatReloader
INFO 2026-06-17 21:11:08,742 basehttp 9452 2404 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-17 21:11:09,669 basehttp 9452 2404 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-17 21:11:19,035 basehttp 9452 2404 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-17 21:11:20,855 basehttp 9452 2404 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-17 21:11:21,054 basehttp 9452 12904 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,055 basehttp 9452 2404 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,063 basehttp 9452 2404 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,063 basehttp 9452 12904 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,077 basehttp 9452 2404 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,098 basehttp 9452 2404 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-17 21:11:21,099 basehttp 9452 12904 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
WARNING 2026-06-17 21:11:21,371 log 9452 12904 Not Found: /favicon.ico
WARNING 2026-06-17 21:11:21,372 basehttp 9452 12904 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-17 21:11:47,725 basehttp 9452 5660 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-17 21:11:47,878 basehttp 9452 5660 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,882 basehttp 9452 2044 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,901 basehttp 9452 5660 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,905 basehttp 9452 2044 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,907 basehttp 9452 5660 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,949 basehttp 9452 2044 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-17 21:11:47,958 basehttp 9452 5660 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
WARNING 2026-06-17 21:11:48,984 log 9452 5660 Not Found: /favicon.ico
WARNING 2026-06-17 21:11:48,986 basehttp 9452 5660 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-17 21:11:52,858 basehttp 9452 5660 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2026-06-17 21:11:52,957 basehttp 9452 5660 "GET /admin/ HTTP/1.1" 200 10869
INFO 2026-06-17 21:11:53,003 basehttp 9452 5660 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2026-06-17 21:11:53,031 basehttp 9452 5660 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2026-06-17 21:11:53,031 basehttp 9452 2044 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
WARNING 2026-06-17 21:11:55,599 log 9452 12904 Not Found: /api/
WARNING 2026-06-17 21:11:55,600 basehttp 9452 12904 "GET /api/ HTTP/1.1" 404 3511
INFO 2026-06-18 00:10:29,243 autoreload 10508 9412 Watching for file changes with StatReloader
INFO 2026-06-18 00:10:31,492 basehttp 10508 11684 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-18 00:10:33,097 basehttp 10508 11684 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-18 00:10:44,244 basehttp 10508 11684 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-18 00:10:44,509 basehttp 10508 11684 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-18 00:10:44,581 basehttp 10508 9128 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,582 basehttp 10508 11684 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,588 basehttp 10508 11684 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,652 basehttp 10508 9128 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,658 basehttp 10508 11684 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,692 basehttp 10508 11684 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-18 00:10:44,693 basehttp 10508 9128 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
WARNING 2026-06-18 00:10:44,877 log 10508 9128 Not Found: /favicon.ico
WARNING 2026-06-18 00:10:44,878 basehttp 10508 9128 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-18 00:10:54,204 basehttp 10508 13568 "GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2026-06-18 00:10:54,311 basehttp 10508 13568 "GET /admin/ HTTP/1.1" 200 10869
INFO 2026-06-18 00:10:54,463 basehttp 10508 7832 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,463 basehttp 10508 13568 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,489 basehttp 10508 7832 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,507 basehttp 10508 7740 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,532 basehttp 10508 13568 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,679 basehttp 10508 7832 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,682 basehttp 10508 7740 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,744 basehttp 10508 13568 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2026-06-18 00:10:54,770 basehttp 10508 7832 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
WARNING 2026-06-18 00:10:56,092 log 10508 7832 Not Found: /favicon.ico
WARNING 2026-06-18 00:10:56,097 basehttp 10508 7832 "GET /favicon.ico HTTP/1.1" 404 3532
WARNING 2026-06-18 00:10:59,504 log 10508 9128 Not Found: /api/
WARNING 2026-06-18 00:10:59,506 basehttp 10508 9128 "GET /api/ HTTP/1.1" 404 3511
WARNING 2026-06-18 00:11:10,157 log 10508 7832 Not Found: /api/
WARNING 2026-06-18 00:11:10,159 basehttp 10508 7832 "GET /api/ HTTP/1.1" 404 3511
INFO 2026-06-18 00:11:20,947 basehttp 10508 7832 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-18 00:11:22,527 basehttp 10508 7832 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-18 00:37:50,416 basehttp 10508 11068 "POST /admin/logout/ HTTP/1.1" 200 3553
INFO 2026-06-18 00:39:20,152 autoreload 384 7024 Watching for file changes with StatReloader
INFO 2026-06-18 00:39:24,680 basehttp 384 14500 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-18 00:39:25,232 basehttp 384 14500 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-18 00:39:26,666 basehttp 384 14500 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-18 00:39:31,252 basehttp 384 14500 "GET /api/schema/ HTTP/1.1" 200 104182
WARNING 2026-06-18 00:39:35,795 log 384 14500 Not Found: /favicon.ico
WARNING 2026-06-18 00:39:35,817 basehttp 384 14500 "GET /favicon.ico HTTP/1.1" 404 3532
WARNING 2026-06-18 00:39:56,486 log 384 14500 Not Found: /api/
WARNING 2026-06-18 00:39:56,631 basehttp 384 14500 "GET /api/ HTTP/1.1" 404 3511
INFO 2026-06-18 01:08:58,025 autoreload 9200 11680 Watching for file changes with StatReloader
WARNING 2026-06-18 01:09:05,089 log 9200 15916 Not Found: /api/
WARNING 2026-06-18 01:09:05,150 basehttp 9200 15916 "GET /api/ HTTP/1.1" 404 3511
WARNING 2026-06-18 01:09:08,097 log 9200 15916 Not Found: /favicon.ico
WARNING 2026-06-18 01:09:08,099 basehttp 9200 15916 "GET /favicon.ico HTTP/1.1" 404 3532
INFO 2026-06-22 20:05:00,874 autoreload 6388 8252 Watching for file changes with StatReloader
INFO 2026-06-22 20:05:11,550 basehttp 6388 3312 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-22 20:05:13,425 basehttp 6388 4772 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-22 20:05:30,070 basehttp 6388 13996 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-22 20:05:31,757 basehttp 6388 13996 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-22 20:05:31,862 basehttp 6388 13996 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,862 basehttp 6388 5432 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,863 basehttp 6388 12712 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,894 basehttp 6388 5432 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,896 basehttp 6388 13996 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,904 basehttp 6388 12712 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2026-06-22 20:05:31,966 basehttp 6388 12712 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
WARNING 2026-06-22 20:05:32,357 log 6388 12712 Not Found: /favicon.ico
WARNING 2026-06-22 20:05:32,360 basehttp 6388 12712 "GET /favicon.ico HTTP/1.1" 404 3532
WARNING 2026-06-22 20:05:44,626 log 6388 12712 Not Found: /api/
WARNING 2026-06-22 20:05:44,664 basehttp 6388 12712 "GET /api/ HTTP/1.1" 404 3511
INFO 2026-06-22 20:06:17,250 autoreload 6388 8252 E:\Python.py\Hackaton project UBL\config\urls.py changed, reloading.
INFO 2026-06-22 20:06:19,280 autoreload 9468 12580 Watching for file changes with StatReloader
INFO 2026-06-22 20:07:49,431 basehttp 9468 9472 "GET /api/ HTTP/1.1" 200 343
WARNING 2026-06-22 20:08:05,708 log 9468 9472 Not Found: /api/auth/
WARNING 2026-06-22 20:08:05,720 basehttp 9468 9472 "GET /api/auth/ HTTP/1.1" 404 4670
INFO 2026-06-22 20:09:58,652 basehttp 9468 12820 "GET /api/ HTTP/1.1" 200 343
INFO 2026-06-22 20:10:26,448 autoreload 8932 1384 Watching for file changes with StatReloader
INFO 2026-06-22 20:10:27,940 basehttp 8932 4792 "GET /api/ HTTP/1.1" 200 343
INFO 2026-06-22 20:10:43,052 basehttp 8932 10920 "GET /api/ HTTP/1.1" 200 343
WARNING 2026-06-22 20:10:43,298 log 8932 10920 Not Found: /favicon.ico
WARNING 2026-06-22 20:10:43,300 basehttp 8932 10920 "GET /favicon.ico HTTP/1.1" 404 3653
INFO 2026-06-22 20:10:49,395 basehttp 8932 10920 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-06-22 20:10:49,565 basehttp 8932 10920 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-06-22 20:10:54,436 basehttp 8932 10920 "GET /api/docs/ HTTP/1.1" 200 4644
INFO 2026-06-22 20:10:55,421 basehttp 8932 10920 "GET /api/schema/ HTTP/1.1" 200 104182
INFO 2026-06-22 20:11:34,497 basehttp 8932 7312 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
WARNING 2026-06-22 20:11:34,615 log 8932 7312 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:11:34,630 basehttp 8932 7312 "POST /api/auth/login/ HTTP/1.1" 401 82
WARNING 2026-06-22 20:11:59,998 log 8932 7312 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:11:59,999 basehttp 8932 7312 "POST /api/auth/login/ HTTP/1.1" 401 82
INFO 2026-06-22 20:12:56,227 autoreload 8932 1384 E:\Python.py\Hackaton project UBL\config\settings.py changed, reloading.
INFO 2026-06-22 20:13:01,261 autoreload 9980 2348 Watching for file changes with StatReloader
INFO 2026-06-22 20:13:07,678 autoreload 9980 2348 E:\Python.py\Hackaton project UBL\config\settings.py changed, reloading.
INFO 2026-06-22 20:13:09,803 autoreload 5212 8860 Watching for file changes with StatReloader
INFO 2026-06-22 20:13:17,273 autoreload 5212 8860 E:\Python.py\Hackaton project UBL\config\settings.py changed, reloading.
INFO 2026-06-22 20:13:20,375 autoreload 8228 12052 Watching for file changes with StatReloader
WARNING 2026-06-22 20:15:53,563 log 8228 13212 Bad Request: /api/auth/login/
WARNING 2026-06-22 20:15:53,564 basehttp 8228 13212 "POST /api/auth/login/ HTTP/1.1" 400 100
INFO 2026-06-22 20:16:13,167 autoreload 11052 7668 Watching for file changes with StatReloader
WARNING 2026-06-22 20:16:32,017 log 8228 9656 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:16:32,249 basehttp 8228 9656 "POST /api/auth/login/ HTTP/1.1" 401 82
WARNING 2026-06-22 20:16:45,649 log 8228 3616 Bad Request: /api/auth/login/
WARNING 2026-06-22 20:16:45,650 basehttp 8228 3616 "POST /api/auth/login/ HTTP/1.1" 400 100
INFO 2026-06-22 20:18:38,391 basehttp 8228 11792 "POST /api/auth/login/ HTTP/1.1" 200 760
WARNING 2026-06-22 20:18:50,860 log 8228 9656 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:18:50,906 basehttp 8228 9656 "POST /api/auth/login/ HTTP/1.1" 401 82
INFO 2026-06-22 20:19:58,099 autoreload 9272 12660 Watching for file changes with StatReloader
WARNING 2026-06-22 20:20:32,186 log 9272 964 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:20:32,189 basehttp 9272 964 "POST /api/auth/login/ HTTP/1.1" 401 82
WARNING 2026-06-22 20:21:00,584 log 9272 964 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:21:00,586 basehttp 9272 964 "POST /api/auth/login/ HTTP/1.1" 401 82
WARNING 2026-06-22 20:21:06,512 log 9272 964 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:21:06,519 basehttp 9272 964 "POST /api/auth/login/ HTTP/1.1" 401 82
WARNING 2026-06-22 20:21:34,456 log 9272 964 Unauthorized: /api/auth/login/
WARNING 2026-06-22 20:21:34,463 basehttp 9272 964 "POST /api/auth/login/ HTTP/1.1" 401 82
INFO 2026-06-22 20:26:27,610 basehttp 9272 964 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-22 20:37:05,646 basehttp 9272 5828 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-22 20:37:57,342 basehttp 9272 11780 "GET /api/ HTTP/1.1" 200 343
INFO 2026-06-22 20:41:25,217 autoreload 13216 12900 Watching for file changes with StatReloader
INFO 2026-06-22 20:41:47,197 basehttp 13216 7428 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2026-06-22 20:41:55,151 basehttp 13216 7428 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-24 13:13:36,632 autoreload 6080 5984 Watching for file changes with StatReloader
WARNING 2026-06-24 13:13:44,737 log 6080 5048 Not Found: /
WARNING 2026-06-24 13:13:44,739 basehttp 6080 5048 "GET / HTTP/1.1" 404 3602
WARNING 2026-06-24 13:13:44,956 log 6080 5048 Not Found: /favicon.ico
WARNING 2026-06-24 13:13:44,966 basehttp 6080 5048 "GET /favicon.ico HTTP/1.1" 404 3653
INFO 2026-06-24 13:17:43,219 autoreload 6080 5984 E:\Python.py\Hackaton project UBL\config\urls.py changed, reloading.
INFO 2026-06-24 13:17:47,218 autoreload 8628 10500 Watching for file changes with StatReloader
INFO 2026-06-24 13:18:36,794 autoreload 8628 10500 E:\Python.py\Hackaton project UBL\apps\transactions\models.py changed, reloading.
INFO 2026-06-24 13:18:39,313 autoreload 7912 6236 Watching for file changes with StatReloader
INFO 2026-06-24 13:19:06,918 autoreload 7912 6236 E:\Python.py\Hackaton project UBL\apps\transactions\serializers.py changed, reloading.
INFO 2026-06-24 13:19:09,309 autoreload 1368 6876 Watching for file changes with StatReloader
INFO 2026-06-24 13:19:57,842 autoreload 1368 6876 E:\Python.py\Hackaton project UBL\apps\transactions\views.py changed, reloading.
INFO 2026-06-24 13:20:01,324 autoreload 8112 10716 Watching for file changes with StatReloader
INFO 2026-06-24 13:20:58,200 autoreload 8112 10716 E:\Python.py\Hackaton project UBL\apps\users\permissions.py changed, reloading.
INFO 2026-06-24 13:21:00,195 autoreload 976 4812 Watching for file changes with StatReloader
WARNING 2026-06-24 13:27:04,831 log 976 13272 Unauthorized: /api/transactions/
WARNING 2026-06-24 13:27:04,833 basehttp 976 13272 "GET /api/transactions/ HTTP/1.1" 401 82
INFO 2026-06-24 13:27:23,080 basehttp 976 13272 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-24 13:27:23,205 basehttp 976 13272 "GET /api/transactions/ HTTP/1.1" 200 4565
INFO 2026-06-24 13:27:41,098 basehttp 976 13272 "POST /api/auth/login/ HTTP/1.1" 200 760
INFO 2026-06-24 13:27:41,107 basehttp 976 13272 "GET /api/transactions/fraud_stats/ HTTP/1.1" 200 173
INFO 2026-06-24 14:30:36,151 basehttp 976 444 "GET /api/ HTTP/1.1" 200 343
WARNING 2026-06-24 14:30:36,979 log 976 444 Not Found: /favicon.ico
WARNING 2026-06-24 14:30:36,981 basehttp 976 444 "GET /favicon.ico HTTP/1.1" 404 3903
